,Season,TeamID,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF
0,2003,1102,19.142857142857142,39.785714285714285,7.821428571428571,20.821428571428573,11.142857142857142,17.107142857142858,4.178571428571429,16.821428571428573,13.0,11.428571428571429,5.964285714285714,1.7857142857142858,18.75
1,2003,1103,27.14814814814815,55.851851851851855,5.444444444444445,16.074074074074073,19.037037037037038,25.85185185185185,9.777777777777779,19.925925925925927,15.222222222222221,12.62962962962963,7.2592592592592595,2.3333333333333335,19.85185185185185
2,2003,1104,24.035714285714285,57.17857142857143,6.357142857142857,19.857142857142858,14.857142857142858,20.928571428571427,13.571428571428571,23.928571428571427,12.107142857142858,13.285714285714286,6.607142857142857,3.7857142857142856,18.035714285714285
3,2003,1105,24.384615384615383,61.61538461538461,7.576923076923077,20.76923076923077,15.423076923076923,21.846153846153847,13.5,23.115384615384617,14.538461538461538,18.653846153846153,9.307692307692308,2.076923076923077,20.23076923076923
4,2003,1106,23.428571428571427,55.285714285714285,6.107142857142857,17.642857142857142,10.642857142857142,16.464285714285715,12.285714285714286,23.857142857142858,11.678571428571429,17.035714285714285,8.357142857142858,3.142857142857143,18.178571428571427
5,2003,1107,24.035714285714285,57.464285714285715,7.928571428571429,22.178571428571427,9.928571428571429,13.535714285714286,8.25,20.25,11.928571428571429,12.571428571428571,6.857142857142857,2.0357142857142856,15.892857142857142
6,2003,1108,24.939393939393938,58.72727272727273,5.212121212121212,16.333333333333332,14.0,20.939393939393938,13.121212121212121,23.21212121212121,13.848484848484848,18.454545454545453,8.181818181818182,3.515151515151515,19.666666666666668
7,2003,1110,23.166666666666668,53.53333333333333,8.766666666666667,23.133333333333333,11.266666666666667,16.533333333333335,10.0,23.133333333333333,14.233333333333333,13.166666666666666,6.4,1.7333333333333334,18.133333333333333
8,2003,1111,28.615384615384617,64.5,7.1923076923076925,21.96153846153846,18.846153846153847,26.192307692307693,13.0,25.307692307692307,15.23076923076923,16.192307692307693,9.846153846153847,4.615384615384615,18.692307692307693
9,2003,1112,30.321428571428573,65.71428571428571,7.035714285714286,20.071428571428573,17.535714285714285,25.0,15.178571428571429,27.642857142857142,17.642857142857142,14.785714285714286,8.464285714285714,4.214285714285714,17.75
10,2003,1113,27.20689655172414,56.89655172413793,4.0,12.586206896551724,17.551724137931036,26.20689655172414,13.689655172413794,23.310344827586206,15.551724137931034,14.0,5.206896551724138,4.241379310344827,19.413793103448278
11,2003,1114,23.857142857142858,53.214285714285715,6.785714285714286,18.285714285714285,15.535714285714286,22.428571428571427,10.535714285714286,22.857142857142858,11.5,15.964285714285714,6.607142857142857,2.357142857142857,20.5
12,2003,1115,19.25,54.285714285714285,4.75,16.857142857142858,11.25,17.607142857142858,9.964285714285714,21.035714285714285,10.178571428571429,19.107142857142858,7.964285714285714,2.75,20.25
13,2003,1116,21.821428571428573,55.57142857142857,6.071428571428571,19.571428571428573,11.928571428571429,19.571428571428573,14.535714285714286,23.428571428571427,9.821428571428571,16.678571428571427,6.464285714285714,3.5357142857142856,20.928571428571427
14,2003,1117,23.692307692307693,54.69230769230769,7.923076923076923,21.346153846153847,15.807692307692308,21.423076923076923,10.961538461538462,20.384615384615383,11.923076923076923,13.26923076923077,7.153846153846154,1.6538461538461537,21.423076923076923
15,2003,1119,19.6,47.6,5.88,16.52,8.6,12.72,7.92,21.56,11.72,17.36,5.56,1.6,19.32
16,2003,1120,25.7,54.7,5.633333333333334,16.333333333333332,13.066666666666666,19.733333333333334,11.933333333333334,22.566666666666666,13.4,15.9,8.033333333333333,4.966666666666667,16.366666666666667
17,2003,1122,23.555555555555557,52.074074074074076,6.0,17.185185185185187,16.59259259259259,24.0,10.62962962962963,24.22222222222222,13.407407407407407,15.222222222222221,7.037037037037037,4.666666666666667,18.666666666666668
