,Season,WTeamID,LTeamID,score_dif,TeamID,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF
0,2003,1421,1411,8,1421,-0.3540229885057471,1.526436781609199,0.5494252873563212,-0.5,-1.434482758620689,-7.135632183908047,-0.8908045977011483,-1.6275862068965523,-1.165517241379309,0.9735632183908063,0.6356321839080454,0.7666666666666666,0.8034482758620669
1,2003,1436,1112,-29,1436,-5.493842364532021,-9.85221674876847,-1.7598522167487687,-4.588669950738918,-4.673645320197043,-5.448275862068964,-2.213054187192119,-1.9187192118226584,-3.4359605911330036,-0.7167487684729075,-1.6022167487684724,-1.248768472906404,-1.8534482758620694
2,2003,1323,1112,-17,1323,-3.095622119815669,-5.0368663594469965,1.2546082949308763,1.7027649769585231,-0.18087557603686477,-2.161290322580644,-3.791474654377881,-0.7718894009216584,-0.7396313364055302,-2.0115207373271904,-1.0126728110599075,1.4308755760368665,-1.524193548387096
3,2003,1113,1272,13,1113,0.9310344827586228,-3.103448275862071,-3.0,-7.482758620689657,2.586206896551726,3.3103448275862064,-0.3793103448275854,-2.655172413793103,-1.068965517241379,0.2068965517241388,-2.1724137931034484,-0.8275862068965516,0.6551724137931068
4,2003,1113,1242,-32,1113,-3.0264367816091955,-5.403448275862068,-0.7999999999999998,-1.5471264367816087,1.4850574712643692,2.073563218390806,-0.6103448275862071,-3.589655172413792,-1.1816091954023005,-0.9000000000000004,-4.926436781609195,-0.658620689655173,2.7137931034482783
5,2003,1429,1242,-3,1429,-6.533333333333335,-10.366666666666667,-0.7666666666666666,-2.0,-1.5333333333333332,-3.8999999999999986,-1.6666666666666679,-4.533333333333331,-2.833333333333334,-2.666666666666668,-5.066666666666666,-2.9000000000000004,-0.5999999999999979
6,2003,1266,1242,-33,1266,-3.019047619047619,-6.049999999999997,0.9857142857142858,1.1166666666666671,2.1119047619047606,-0.5261904761904752,-1.192857142857143,-2.8285714285714256,-0.41190476190476133,-1.3285714285714292,-4.133333333333333,-1.2571428571428576,1.942857142857143
7,2003,1112,1242,-3,1112,0.08809523809523867,3.414285714285711,2.2357142857142858,5.93809523809524,1.4690476190476183,0.8666666666666671,0.8785714285714281,0.7428571428571438,0.9095238095238081,-0.11428571428571388,-1.6690476190476193,-0.6857142857142859,1.0500000000000007
8,2003,1181,1242,-4,1181,-2.866666666666667,-1.9666666666666615,2.533333333333333,6.466666666666669,3.833333333333332,3.9333333333333336,-0.5333333333333332,-3.799999999999997,-2.9000000000000004,-0.8666666666666671,-1.6333333333333329,0.2333333333333334,4.566666666666666
9,2003,1141,1166,6,1141,-2.0762800417972826,-4.76489028213166,-1.1421107628004181,-2.553814002089865,5.397074190177637,5.142110762800417,-0.2925809822361547,0.09404388714733258,-1.197492163009402,4.877742946708466,-1.290491118077325,-0.45454545454545414,3.6927899686520362
10,2003,1301,1143,-2,1301,-3.0114942528735646,-5.390804597701148,1.552873563218391,5.46551724137931,2.387356321839082,0.9494252873563198,-1.508045977011495,-2.345977011494252,-1.333333333333334,0.02758620689655089,1.214942528735632,0.2735632183908048,1.5632183908046002
11,2003,1140,1163,-5,1140,-5.501075268817207,-10.94193548387097,0.1268817204301076,0.4290322580645167,3.2935483870967754,2.0612903225806427,-3.8956989247311835,-3.4806451612903224,-2.213978494623655,-2.0580645161290327,1.0021505376344084,-5.2172043010752684,3.0193548387096776
12,2003,1400,1163,4,1400,-1.533333333333335,0.22857142857142776,-0.20952380952380967,1.0857142857142854,2.0999999999999996,1.6857142857142833,1.4119047619047596,-1.7571428571428562,-1.1333333333333329,-2.371428571428572,0.45952380952380967,-3.876190476190476,1.957142857142859
13,2003,1161,1181,-10,1161,-0.9666666666666686,-8.233333333333334,-3.133333333333333,-9.033333333333335,-2.8999999999999986,-3.8000000000000007,-2.966666666666667,0.3666666666666636,1.666666666666666,2.0999999999999996,-3.166666666666667,-0.9000000000000004,-0.6999999999999993
14,2003,1153,1211,-5,1153,-3.1716589861751174,1.2269585253456228,-0.4827188940092162,0.4354838709677402,-2.9170506912442384,-3.1094470046082954,0.20737327188940036,-1.9297235023041495,-3.4562211981566815,-3.9412442396313363,-1.6278801843317972,0.7338709677419355,0.31912442396313523
15,2003,1112,1211,1,1112,4.256912442396313,10.2626728110599,-0.12557603686635943,1.0069124423963132,-0.2384792626728114,0.35483870967741993,3.243087557603687,2.3202764976958505,1.9009216589861744,0.23732718894009253,1.6578341013824875,0.6981566820276499,-0.8951612903225801
16,2003,1443,1228,-5,1443,-1.3903225806451616,0.1032258064516185,0.2763440860215054,0.8655913978494603,0.1677419354838694,1.9967741935483865,2.4279569892473134,-2.1419354838709666,-4.073118279569892,1.9946236559139798,0.06451612903225801,0.4483870967741934,-0.681720430107525
17,2003,1266,1221,4,1266,3.0073891625615765,3.525862068965516,0.4753694581280783,0.4913793103448274,2.5578817733990125,1.4692118226600996,1.0381773399014786,-0.23891625615763346,0.9076354679802972,-0.3596059113300498,-1.9655172413793105,-0.839901477832512,0.26354679802955516
18,2003,1266,1281,9,1266,1.0529953917050712,-2.943548387096776,-1.6981566820276495,-5.717741935483872,6.210829493087557,5.4458525345622135,-0.3767281105990783,-1.8317972350230391,2.579493087557605,-0.04147465437788078,0.29032258064516103,-0.6797235023041472,1.7718894009216584
19,2003,1266,1338,3,1266,0.34761904761904816,2.75,-0.5809523809523807,-2.5166666666666657,3.678571428571427,0.8071428571428569,1.807142857142857,-1.2952380952380942,-1.4452380952380928,-1.5285714285714285,-2.0666666666666664,-0.45714285714285685,0.6761904761904773
20,2003,1447,1338,-26,1447,0.3591397849462368,4.177419354838712,0.6655913978494628,0.5559139784946261,-0.435483870967742,-3.5096774193548406,0.6999999999999993,-3.011827956989247,-1.6698924731182778,-0.13225806451612954,-0.5505376344086015,-1.2935483870967737,-0.38602150537634117
21,2003,1231,1338,-22,1231,-3.429166666666667,1.4375,1.1645833333333337,3.8583333333333343,1.625,-0.1750000000000007,-0.08125000000000071,0.25833333333333286,-3.9541666666666657,-3.5999999999999996,-3.6291666666666664,1.2437500000000004,0.09583333333333499
22,2003,1281,1356,1,1281,-1.205376344086023,1.3268817204301087,1.3838709677419354,5.134408602150538,-1.7322580645161292,-1.2387096774193544,2.650537634408602,3.436559139784947,0.17526881720430154,1.112903225806452,-2.256989247311828,1.1225806451612899,-2.462365591397848
23,2003,1454,1323,-1,1454,0.040860215053761806,-3.044086021505379,-0.5236559139784953,0.025806451612904624,-2.554838709677419,-1.4053763440860223,0.14623655913978517,-3.870967741935484,0.19677419354838932,2.092473118279571,1.3483870967741947,-2.045161290322581,3.907526881720429
24,2003,1228,1323,-8,1228,-0.1258064516129025,-4.877419354838715,-0.8569892473118284,-1.6075268817204282,-3.554838709677419,-3.7387096774193544,-1.6537634408602155,-1.4709677419354854,1.3634408602150536,0.39247311827957,-0.45161290322580605,-2.545161290322581,2.907526881720429
25,2003,1328,1354,17,1328,0.466666666666665,2.1666666666666643,2.3,3.4999999999999982,-4.866666666666669,-7.199999999999999,-0.8333333333333339,0.6999999999999993,3.8999999999999986,-7.666666666666664,-1.0666666666666664,0.8666666666666667,-2.133333333333333
26,2003,1328,1139,11,1328,1.197701149425285,5.878160919540228,-1.016091954022988,-2.895402298850577,1.2011494252873565,2.048275862068966,4.305747126436781,4.587356321839078,1.2011494252873565,1.386206896551725,0.5885057471264368,1.9045977011494253,2.5310344827586206
27,2003,1328,1393,-16,1328,-3.9747126436781635,-5.673563218390804,2.2252873563218394,3.104597701149423,-3.212643678160921,-5.020689655172411,-2.1770114942528735,-1.9298850574712674,-0.7988505747126435,-1.8206896551724139,-1.3770114942528728,-3.5091954022988503,2.013793103448279
28,2003,1242,1393,-3,1242,0.9919540229885051,0.09310344827586192,-0.4413793103448276,-1.7287356321839091,-0.31264367816092076,0.51264367816092,-0.010344827586205696,0.003448275862066197,1.7678160919540247,1.2793103448275858,1.8229885057471265,-2.3758620689655165,0.11379310344827687
29,2003,1390,1360,8,1390,0.43087557603686477,4.496543778801843,0.006912442396313168,1.3513824884792633,-3.289170506912443,-5.547235023041477,2.2062211981566815,-1.2281105990783416,-1.7476958525345623,-3.855990783410137,0.12327188940092171,-0.0737327188940089,-1.6267281105990783
30,2003,1409,1173,13,1409,1.9043381535038932,2.825361512791993,-0.8720800889877642,-2.53948832035595,-2.2135706340378185,-3.406006674082313,-2.321468298109009,2.634037819799776,-0.4327030033370427,1.0122358175750836,2.2013348164627367,2.0689655172413794,-0.2636262513904306
31,2003,1409,1458,-1,1409,1.3526140155728577,3.1357063403781993,0.40378197997775356,0.9432703003337046,-0.3170189098998879,-0.06117908787541637,0.8509454949944395,3.2547274749721886,1.4638487208008897,3.805339265850945,0.6151279199110125,2.1724137931034484,2.49499443826474
32,2003,1451,1458,-7,1451,-0.4137931034482776,-1.0344827586206904,-0.137931034482758,0.8275862068965516,4.448275862068966,6.241379310344829,0.03448275862069039,0.20689655172413524,0.9655172413793114,1.931034482758621,-0.2068965517241379,-2.1724137931034484,4.03448275862069
33,2003,1120,1386,2,1120,1.45862068965517,0.28620689655172526,-2.4011494252873566,-5.52873563218391,-1.036781609195403,-0.9218390804597689,0.7609195402298852,-1.5712643678160916,-0.5999999999999996,2.9689655172413794,0.8264367816091953,-0.5850574712643679,-2.3919540229885037
34,2003,1120,1448,6,1120,-0.4379310344827587,-2.541379310344823,-0.47011494252873565,-1.3908045977011518,-6.967816091954024,-6.8873563218390785,-2.825287356321839,-4.364367816091953,-1.1862068965517238,0.796551724137931,1.6195402298850574,0.5873563218390805,-2.1160919540229877
35,2003,1190,1448,-3,1190,1.9361430395913146,4.166028097062579,-0.8812260536398471,-2.538952745849299,-1.7011494252873582,-1.8058748403575997,-0.7586206896551726,-2.893997445721581,-0.5491698595146879,3.637292464878671,4.289910600255428,0.8799489144316732,1.0357598978288642
36,2003,1139,1280,1,1139,-2.2643678160919514,-5.144827586206894,2.9160919540229884,5.662068965517243,0.03218390804597604,-1.0816091954022973,-4.8390804597701145,-4.220689655172414,-1.5344827586206904,-5.219540229885057,-2.3885057471264357,-1.871264367816092,0.16896551724138043
